,title,year,genre,country,url,poster-path,description,vote_average,vote_count,tmdb-poster,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
1093,Murder Can Hurt You!,1980,Comedy,USA,https://rarefilmm.com/2020/05/murder-can-hurt-you-1980/,https://rarefilmm.com/wp-content/uploads/2020/05/murdercanhurt.jpg,"Spoof of TV crime dramas. Someone is murdering all the great detectives and cops, and it’s up to the remaining few to find the killer and stop him.",0.0,0.0,https://image.tmdb.org/t/p/original/n8Zhw7rXqdkB57tGUfXfAbolUUn.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1094,Personal Foul,1987,Drama,USA,https://rarefilmm.com/2020/05/personal-foul-1987/,https://rarefilmm.com/wp-content/uploads/2020/05/personalfoul.jpg,"PERSONAL FOUL looks at the relationship between three people. Jeremy is a grade school teacher who loves to nurture students but abhors the bureaucratic activity that accompanies his job. He’s pretty much a loner, but he does notice a new arrival, Lisa, a pretty, personable young woman to whom he is attracted. Ben, an introverted drifter who lives in a van and sells handmade paper flowers, is befriended by Jeremy. While Lisa is attracted to Jeremy, she cannot cope with his emotional instability. And Ben is no more emotionally fit than Jeremy to handle a relationship.",0.0,0.0,https://image.tmdb.org/t/p/original/mFkkov388EpBQXVHnwFyi5Kp8sT.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1095,Al Habil,1984,Short,SUDAN,https://rarefilmm.com/2020/05/al-habil-1984/,https://rarefilmm.com/wp-content/uploads/2020/05/alhabil.jpg,"The short film AL HABIL documents two blind men making their way through the desert accompanied by a donkey. Connected by a rope, sometimes the two men decide the way, and sometimes the donkey leads them through the desert.",0.0,0.0,https://image.tmdb.org/t/p/original/eIfr0F1RqiMymqXx2NKXZzqZ3WY.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,"Swing High, Swing Low",1937,Comedy,USA,https://rarefilmm.com/2020/05/swing-high-swing-low-1937/,https://rarefilmm.com/wp-content/uploads/2020/05/swinghighrr.jpg,"Skid Johnson is a former soldier turned band leader finds his fortunes rise as his fame increases. Unfortunately, with the fame comes arrogance and Skid takes all the credit but forgets those friends who helped him along the way. The person most slighted by Skid’s new attitude is Maggie King, his faithful girlfriend and band vocalist. When Skid’s drinking problem causes him professional and health problems, he slips into the bowery as a derelict where Maggie, now a star in her own right, finds him.",5.0,8.0,https://image.tmdb.org/t/p/original/tysr4TsbjzLlTHi65PMtIYPyQU5.jpg,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1097,The Day the Ponies Come Back,2000,Drama,FRANCE,https://rarefilmm.com/2020/05/the-day-the-ponies-come-back-2000/,https://rarefilmm.com/wp-content/uploads/2020/05/ponies.jpg,Daniel Moulin goes to New York on a business trip and decides to take advantage of his time in the Big Apple to try and locate the father he never knew. The only thing he has to go on however is an address in the Bronx that is 25 years old.,4.0,1.0,https://image.tmdb.org/t/p/original/coAIYT0Jc19kIQisHoedXW4zigC.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1098,Born Again,1978,Biography,USA,https://rarefilmm.com/2020/05/born-again-1978/,https://rarefilmm.com/wp-content/uploads/2020/05/bornagainn.jpg,"Charles Colson was involved in the infamous Watergate scandal that brought down the administration of former President Richard Nixon. Colson was sentenced to prison for the crimes he committed in the name of “national security”, and while in prison he underwent a religious conversion. This film tells the story of his life up to, including and after his conversion.",0.0,0.0,https://image.tmdb.org/t/p/original/uXS41YIum3WlMLZmIpvO1Q4NRs6.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1099,The Pigeon,1969,TV Movie,USA,https://rarefilmm.com/2020/05/the-pigeon-1969/,https://rarefilmm.com/wp-content/uploads/2020/05/pigeonsammy.jpg,"A young woman and her mother, victims of the mob, accept help from the girl’s former classmate, who’s now a private eye.",0.0,0.0,https://image.tmdb.org/t/p/original/g4hh5dMWg1sntTpGQCu7RQ3N4KT.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1100,Genji monogatari,1951,Drama,JAPAN,https://rarefilmm.com/2020/05/genji-monogatari-1951/,https://rarefilmm.com/wp-content/uploads/2020/05/genji.jpg,"Based on the classic novel by Murasaki Shikibu, written over 1000 years ago. Genji, the son of the emperor, has gained renown among the nobility of Kyoto for his charm and good looks, yet he cannot stop himself from pursuing the one object of desire he must never obtain: his father’s young and beautiful bride. Following the tragic consequences of his obsession, Genji wanders from one affair to another, always seeking some sort of resolution to his life.",5.4,5.0,https://image.tmdb.org/t/p/original/jg2ineZdPsqN0oRtCMdNnDgabCn.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1101,The Wrong Address,1995,Short,UK,https://rarefilmm.com/2020/05/the-wrong-address-1995/,https://rarefilmm.com/wp-content/uploads/2020/05/wrongaddress.jpg,"A film by Krzysztof Zanussi inspired by Leonardo da Vinci’s painting “The Lady with an Ermine”. The director takes us to the Museum Czartoryski in Cracow where he presents his favourite painting and with the aid of video effects, he wryly invites us to compare “The Lady with an Ermine” with the better known “Mona Lisa”.",0.0,0.0,https://image.tmdb.org/t/p/original/lDTgRUSEn6IY83DXgTBj75Ac3Vn.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1102,Story of G.I. Joe,1945,War,USA,https://rarefilmm.com/2020/05/story-of-g-i-joe-1945/,https://rarefilmm.com/wp-content/uploads/2020/05/GIJOE.jpg,"The story of men at war and that of the esteemed Pulitzer prize winning war correspondent Ernie Pyle. Soon after the U.S. entry into World War II, Pyle joined C Company, 18th Infantry in North Africa. There he got to know the men and often wrote about them in his columns mentioning them by name, something both the soldiers and their families back home appreciated. Pyle moved to other units but as C Company is the first he went into combat with, he considers them “his” company and rejoins them in Italy. Many will die but his reporting brings a human face to war.",6.5,23.0,https://image.tmdb.org/t/p/original/nXpswmQPCYjHVsLQlLTcC92dWru.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1103,Praznik,1967,War,YUGOSLAVIA,https://rarefilmm.com/2020/05/praznik-1967/,https://rarefilmm.com/wp-content/uploads/2020/05/praznik.jpg,"In a Serbian village on Christmas Day in 1943, the Chetniks accept two downed American pilots and give them hospitality. However, finding out that the Germans are looking for pilots, the Chetniks change attitude towards them, disarming and shutting them off, but the pilots were able to escape. Palming off the corpses of two other killed prisoners to the Germans, who have since captured the real pilots, the Chetniks make local people enraged, despite their captain’s attempts to cover up this wrongdoing, done on a public holiday.",5.8,4.0,https://image.tmdb.org/t/p/original/xqCw6CWwoqL6JhCmOQ1I5geuzzg.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1104,Lavoura Arcaica,2001,Drama,BRAZIL,https://rarefilmm.com/2020/05/lavoura-arcaica-2001/,https://rarefilmm.com/wp-content/uploads/2020/05/lavoura.jpg,"The story concerns a young man living at home, André, whose ideas are radically different from those of his farmer father. The father advocates order and restraint, which enhance his own power under the guise of family love. The son seeks freedom and pleasure, exemplified in his passion for his sister Ana. When André moves to a seedy boarding house, his older brother Pedro, is asked by their mother to bring him back. His return, however, will shatter the family’s insular life.",7.1,30.0,https://image.tmdb.org/t/p/original/fP3xmB7FqCdhepHRQhoPqaGK4j2.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1105,The Desperate Ones,1967,Adventure,SPAIN,https://rarefilmm.com/2020/05/the-desperate-ones-1967/,https://rarefilmm.com/wp-content/uploads/2020/05/desperateones.jpg,"In 1941, two Polish brothers escape a Soviet gulag. Their only escape route is through the impossible mountains of Afghanistan and the KGB is on their tail.",0.0,0.0,https://image.tmdb.org/t/p/original/6sffB6uDT5hZX3Wzibdt3K5kBin.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1106,Four Girls in Town,1957,Drama,USA,https://rarefilmm.com/2020/05/four-girls-in-town-1957/,https://rarefilmm.com/wp-content/uploads/2020/05/fourgirls1.jpg,"After an actress makes unreasonable contractual demands, the studio president decides to launch a global talent search to replace her. Competing for the role are four women: Maria Antonelli, an Italian with several sugar daddies; Vicki Dauray, a Parisian housewife in a strained marriage; Austrian theater actress and widow Ina Schiller; and an American, Kathy Conway, with a pushy mother. Each becomes involved in romance off the set.",0.0,0.0,https://image.tmdb.org/t/p/original/3GdW663UW8hVQ4FHp0vb5UVzp2G.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1107,Dead Women in Lingerie,1991,Drama,USA,https://rarefilmm.com/2020/05/dead-women-in-lingerie-1991/,https://rarefilmm.com/wp-content/uploads/2020/05/deadwomen.jpg,A private detective is hired to catch a serial killer who makes immigrant garment workers his victims.,5.0,2.0,https://image.tmdb.org/t/p/original/mMMqGXaHEx572zbRKtDpGDQCR01.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1108,Petrolejové lampy,1971,Drama,CZECHOSLOVAKIA,https://rarefilmm.com/2020/05/petrolejove-lampy-1971/,https://rarefilmm.com/wp-content/uploads/2020/05/oillampss.jpg,"In 1900, Stepha, the vivacious 30 year old daughter of a wealthy couple, agrees to marry her cousin Paul, who has accumulated large debts as an Austrian army officer. Paul refuses to work or to consummate the marriage, and then his health steadily declines.",6.4,5.0,https://image.tmdb.org/t/p/original/8zkyhnTl28rif6zEKrOrD044d30.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1109,Pourquoi Israël,1973,Documentary,FRANCE,https://rarefilmm.com/2020/05/pourquoi-israel-1973/,https://rarefilmm.com/wp-content/uploads/2020/05/pourquoi.jpg,"Using interviews and other footage shot especially for this documentary, French director Claude Lanzmann investigates the state of Israel in 1972. This movie concentrates on Israelis going about their business of everyday living. One interview shows the reactions of a concentration camp survivor, now a police chief, to being called a “Nazi” by demonstrators. Another segment follows the experiences of a Russian Jewish immigrant, beginning with his first visit to the Wailing Wall and continuing to his disturbing perception that he is welcomed more by virtue of his being Russian than for the fact that he is Jewish.",7.5,4.0,https://image.tmdb.org/t/p/original/rmR1V5V0rVSrfHFm9geKEhu7Xqe.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,La mortadella ,1971,Comedy,FRANCE,https://rarefilmm.com/2020/05/la-mortadella-1971-english-dub/,https://rarefilmm.com/wp-content/uploads/2020/05/ladyliberty.jpg,"Maddalena Ciarrapico arrives in New York City from Italy to get married and brings her fiancé a gift of mortadella (large Italian pork sausage) from her co-workers at the sausage factory where she used to work. But she is refused permission to bring the mortadella into the country because of the ban on meat that may contain food-borne diseases. An indignant Maddalena refuses to hand the sausage over, staying in the customs office at the airport, sparking a diplomatic incident in which she attracts widespread sympathy and support.",5.5,16.0,https://image.tmdb.org/t/p/original/1gqFXFpk4VSB7txx31RmSdMctU1.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,S:TREAM:S:S:ECTION:S:ECTION:S:S:ECTIONED,1971,Experimental,USA,https://rarefilmm.com/2020/05/streamssectionsectionssectioned-1971/,https://rarefilmm.com/wp-content/uploads/2020/05/stream.jpg,"S:TREAM:S:S:ECTION:S:ECTION:S:S:ECTIONED signifies a fairly abrupt shift and departure from Sharits’ previous mandala films; this was his first work in many years that did not employ the flicker technique and used moving images. Paul Sharits’ epic and groundbreaking work is composed of three repeated, fourteen-minute sections of a river current. Each repetition consists of six dissolving layers of a river flowing in a myriad of directions, broken up by horizontal tape splices acting as dams. Deep and precisely executed emulsion scratches—created by custom tools Sharits made—eventually appear in continuous sets of threes throughout the film until the entire screen is nearly covered. The resulting effects represent, in the words of P. Adams Sitney, a “powerful and beautiful act of vandalism.”",4.0,4.0,https://image.tmdb.org/t/p/original/fWkaAfg8n1uGrcL4SrtLjvnY0Js.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,No Frank in Lumberton,1988,Documentary,WEST,https://rarefilmm.com/2020/05/no-frank-in-lumberton-1988/,https://rarefilmm.com/wp-content/uploads/2020/05/nofrank2.jpg,A very surreal video shot behind the scenes during the production of David Lynch’s Blue Velvet in Wilmington North Carolina in 1985 by Peter Braatz.,7.8,5.0,https://image.tmdb.org/t/p/original/3VZsETJVzUjPGJhyeSh85VGoFuf.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,Hell Bento: Uncovering the Japanese Underground,1995,Documentary,AUSTRALIA,https://rarefilmm.com/2020/05/hell-bento-uncovering-the-japanese-underground-1995/,https://rarefilmm.com/wp-content/uploads/2020/05/hellbentoo.jpg,——UPGRADED——,5.6,4.0,https://image.tmdb.org/t/p/original/a6tNKvUk4Djm7XFSfuQ506kplkc.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,Together?,1979,Drama,ITALY,https://rarefilmm.com/2020/05/together-1979/,https://rarefilmm.com/wp-content/uploads/2020/05/togetherr.jpg,"A women is trying to change her life for the better, but everything and everyone in her life is giving her more headache than joy.",5.8,55.0,https://image.tmdb.org/t/p/original/oeocQg0Bhmy0pqqRy50wEo0iwFB.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1115,Kapone oi ni naku,1985,Action,JAPAN,https://rarefilmm.com/2020/05/kapone-oi-ni-naku-1985/,https://rarefilmm.com/wp-content/uploads/2020/01/caponecries2.jpg,"In this surreal comic confection, a traditional naniwa-bushi singer moves to Prohibition-era San Francisco. He goes in search of Al Capone, whom he mistakenly believes is president, hoping to impress the gangster with his singing and to popularize the art form in the States.",5.7,6.0,https://image.tmdb.org/t/p/original/jteyrqh5rNv4b6i1N5qHbtFPLyg.jpg,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1116,You Were Never Lovelier,1942,Musical,USA,https://rarefilmm.com/2020/05/you-were-never-lovelier-1942/,https://rarefilmm.com/wp-content/uploads/2020/05/lovelierr.jpg,"Bob Davis, an American dancer in Buenos Aires, Argentina, finds himself desperate for work after losing all his money. He takes a gig at a wedding, hoping to impress the bride’s father, Eduardo Acuña, a local club owner who has decreed that his daughters must marry in order of age. Eduardo eventually agrees to allow Bob to perform at his club, but only under the condition that he play suitor to his second-oldest daughter, the beautiful Maria.",7.5,38.0,https://image.tmdb.org/t/p/original/e3X8VDHBHByd2JqV9y0zBY4aHb0.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1117,Inquietude,1998,Drama,FRANCE,https://rarefilmm.com/2020/05/inquietude-1998/,https://rarefilmm.com/wp-content/uploads/2020/01/inquietude.jpg,"An anthology film drama featuring a poetic mirror structure based on existential identity. In “The Immortals,” adapted from a Helder Prista Monteiro play, two famous doctors, an 80-year-old father, and his 60-year-old son, contemplate senility and death. “Suzy,” from an Antonio Patricio story, is set in the ’30s when a young courtesan dies on the operating table. “Mother of the River” is from an Agustina Bessa-Luis fable about eternal life.",6.4,7.0,https://image.tmdb.org/t/p/original/kqBTCMLhDj9B3SqnwuHrmqMIdmw.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
